Author,Rating,Review
Mathias Nielsen,Rated 1 out of 5 stars,"I have played this game for 5+ years and I have used a lot of money and time into it, now my account is locked for suspicious activity because I asked support to help move my account to a different mail, I have opened a support ticket 10 times but they keep closing them with AI supported response each time, man I feel they just took my money and don’t love their users anymore, I even asked to discuss over the phone or another mail but same response for that bot I was talking to for the last month or 2…"
Alex,Rated 1 out of 5 stars,"If i could do 0 stars I would, there is a fuck1ng Edgar with 2 power cubes while I have a fuck1ng maxed hypercharge Rosa with 9 power cubes. The Edgar heals infinitly to full hp whilst melting my health. It's such bullsh1t how supercell never nerfs Edgar. Fuck1ng tarty b1tches only use edgar"
Rumet Zebari,Rated 1 out of 5 stars,"Horrible support, don’t care about anything other than money, dog poop game"
Janek Smashfan,Rated 1 out of 5 stars,Not joking the literall worst „Support“ i ever had to contact.No wonder everyone is startinf to hate Supercell.Unbelievable.All bots no humans 
tal ring,Rated 1 out of 5 stars,"I had a deleted brawl stars account. It wasn’t my main account, one day I accidentally logged into my deleted account and there was an error message. Not only supercell didn’t do 5hit they also locked my account for “security reasons” if I could rate it 0 stars I would"
ANDY,Rated 1 out of 5 stars,Scam devs!! 
cassie howard,Rated 1 out of 5 stars,straight up ret@rded company. literally the worst support in any game of all time. i refuse to believe their support are real human beings and not ai
Amy Miller,Rated 1 out of 5 stars,I recently purchased a booster pack which I didn’t receive. I was refunded the money back but then had 600 diamonds revoked because I had a refund. I didn’t receive my items. After several attempts of trying to explain why they should give them back I’ve completely given up. I am a loyal player and feel very let down.
NS,Rated 1 out of 5 stars,"Even with me being very clear about the situation, and with multiple pieces of evidence to back up what I was saying, they couldn't care less about a paying customer having had multiple accounts stolen. They just pass you to the bot which doesn't help with stolen accounts, and/or close the chat. Disgraceful. This has been going on for over a month, with many different support agents failing to make an effort to understand the situation and use a bit of thought."
HTADA,Rated 1 out of 5 stars,"Odd.They happily take your money, but the minute you need a reply - they are AWOL.Avoid at all costs"
Andreas,Rated 1 out of 5 stars,Their services are broken. Cannot login because their email servers are broken and refuses to send confirmation codes.
BorryS,Rated 1 out of 5 stars,"Awful customer support. When contacting them through email, you are always redirected to their in-game support, which is a chatbot, which always leads to a dead-end. Especially regarding important matters, such as stolen accounts."
